image,x,y
sun_reg_1000.png,121,186
sun_reg_1001.png,201,135
sun_reg_1002.png,217,197
sun_reg_1003.png,170,48
sun_reg_1004.png,87,195
sun_reg_1005.png,134,35
sun_reg_1006.png,41,195
sun_reg_1007.png,47,222
sun_reg_1008.png,75,96
sun_reg_1009.png,92,182
sun_reg_1010.png,65,177
sun_reg_1011.png,35,47
sun_reg_1012.png,50,132
sun_reg_1013.png,129,192
sun_reg_1014.png,119,196
sun_reg_1015.png,216,83
sun_reg_1016.png,106,58
sun_reg_1017.png,95,144
sun_reg_1018.png,151,224
sun_reg_1019.png,65,186
sun_reg_1020.png,170,113
sun_reg_1021.png,186,166
sun_reg_1022.png,134,142
sun_reg_1023.png,79,142
sun_reg_1024.png,90,200
sun_reg_1025.png,144,65
sun_reg_1026.png,193,126
sun_reg_1027.png,74,71
sun_reg_1028.png,220,218
sun_reg_1029.png,100,74
sun_reg_1030.png,113,218
sun_reg_1031.png,200,160
sun_reg_1032.png,161,172
sun_reg_1033.png,215,82
sun_reg_1034.png,140,36
sun_reg_1035.png,190,154
sun_reg_1036.png,192,99
sun_reg_1037.png,156,214
sun_reg_1038.png,182,109
sun_reg_1039.png,43,107
sun_reg_1040.png,95,136
sun_reg_1041.png,50,186
sun_reg_1042.png,160,59
sun_reg_1043.png,108,82
sun_reg_1044.png,35,65
sun_reg_1045.png,164,38
sun_reg_1046.png,153,43
sun_reg_1047.png,94,128
sun_reg_1048.png,162,194
sun_reg_1049.png,130,158
sun_reg_1050.png,210,149
sun_reg_1051.png,165,112
sun_reg_1052.png,133,195
sun_reg_1053.png,61,77
sun_reg_1054.png,185,104
sun_reg_1055.png,50,91
sun_reg_1056.png,207,222
sun_reg_1057.png,112,114
sun_reg_1058.png,180,215
sun_reg_1059.png,108,59
sun_reg_1060.png,44,138
sun_reg_1061.png,43,161
sun_reg_1062.png,132,37
sun_reg_1063.png,167,67
sun_reg_1064.png,219,211
sun_reg_1065.png,210,58
sun_reg_1066.png,67,131
sun_reg_1067.png,160,65
sun_reg_1068.png,82,48
sun_reg_1069.png,33,113
sun_reg_1070.png,104,193
sun_reg_1071.png,76,216
sun_reg_1072.png,123,207
sun_reg_1073.png,39,53
sun_reg_1074.png,94,122
sun_reg_1075.png,176,91
sun_reg_1076.png,37,173
sun_reg_1077.png,156,218
sun_reg_1078.png,70,95
sun_reg_1079.png,45,61
sun_reg_1080.png,50,122
sun_reg_1081.png,95,127
sun_reg_1082.png,159,85
sun_reg_1083.png,177,193
sun_reg_1084.png,85,117
sun_reg_1085.png,73,120
sun_reg_1086.png,97,190
sun_reg_1087.png,150,60
sun_reg_1088.png,49,204
sun_reg_1089.png,42,94
sun_reg_1090.png,32,171
sun_reg_1091.png,39,136
sun_reg_1092.png,42,177
sun_reg_1093.png,163,32
sun_reg_1094.png,106,164
sun_reg_1095.png,68,99
sun_reg_1096.png,113,45
sun_reg_1097.png,73,78
sun_reg_1098.png,51,122
sun_reg_1099.png,156,46
sun_reg_1100.png,162,129
sun_reg_1101.png,143,207
sun_reg_1102.png,178,193
sun_reg_1103.png,148,59
sun_reg_1104.png,87,59
sun_reg_1105.png,167,33
sun_reg_1106.png,107,148
sun_reg_1107.png,120,131
sun_reg_1108.png,200,127
sun_reg_1109.png,112,215
sun_reg_1110.png,129,208
sun_reg_1111.png,89,128
sun_reg_1112.png,145,206
sun_reg_1113.png,101,38
sun_reg_1114.png,72,126
sun_reg_1115.png,92,149
sun_reg_1116.png,151,120
sun_reg_1117.png,175,56
sun_reg_1118.png,197,32
sun_reg_1119.png,150,178
sun_reg_1120.png,51,118
sun_reg_1121.png,73,93
sun_reg_1122.png,216,174
sun_reg_1123.png,32,123
sun_reg_1124.png,209,224
sun_reg_1125.png,56,195
sun_reg_1126.png,167,84
sun_reg_1127.png,135,47
sun_reg_1128.png,42,107
sun_reg_1129.png,194,52
sun_reg_1130.png,176,186
sun_reg_1131.png,152,168
sun_reg_1132.png,59,103
sun_reg_1133.png,83,34
sun_reg_1134.png,53,195
sun_reg_1135.png,78,216
sun_reg_1136.png,76,48
sun_reg_1137.png,81,221
sun_reg_1138.png,190,211
sun_reg_1139.png,221,129
sun_reg_1140.png,65,40
sun_reg_1141.png,43,209
sun_reg_1142.png,141,151
sun_reg_1143.png,160,174
sun_reg_1144.png,160,69
sun_reg_1145.png,115,40
sun_reg_1146.png,109,85
sun_reg_1147.png,55,172
sun_reg_1148.png,221,87
sun_reg_1149.png,205,160
sun_reg_1150.png,168,171
sun_reg_1151.png,38,128
sun_reg_1152.png,130,220
sun_reg_1153.png,180,218
sun_reg_1154.png,154,56
sun_reg_1155.png,52,56
sun_reg_1156.png,63,160
sun_reg_1157.png,120,164
sun_reg_1158.png,50,208
sun_reg_1159.png,68,220
sun_reg_1160.png,218,166
sun_reg_1161.png,90,144
sun_reg_1162.png,206,37
sun_reg_1163.png,192,208
sun_reg_1164.png,180,73
sun_reg_1165.png,76,140
sun_reg_1166.png,108,73
sun_reg_1167.png,167,98
sun_reg_1168.png,124,149
sun_reg_1169.png,40,170
sun_reg_1170.png,34,195
sun_reg_1171.png,157,75
sun_reg_1172.png,141,146
sun_reg_1173.png,208,69
sun_reg_1174.png,70,77
sun_reg_1175.png,54,134
sun_reg_1176.png,99,103
sun_reg_1177.png,111,73
sun_reg_1178.png,101,121
sun_reg_1179.png,35,193
sun_reg_1180.png,97,51
sun_reg_1181.png,122,214
sun_reg_1182.png,74,40
sun_reg_1183.png,167,104
sun_reg_1184.png,33,150
sun_reg_1185.png,189,87
sun_reg_1186.png,93,172
sun_reg_1187.png,152,167
sun_reg_1188.png,42,192
sun_reg_1189.png,221,70
sun_reg_1190.png,108,50
sun_reg_1191.png,219,114
sun_reg_1192.png,168,146
sun_reg_1193.png,154,122
sun_reg_1194.png,77,78
sun_reg_1195.png,35,69
sun_reg_1196.png,182,194
sun_reg_1197.png,180,216
sun_reg_1198.png,51,126
sun_reg_1199.png,153,199
sun_reg_1200.png,194,164
sun_reg_1201.png,96,76
sun_reg_1202.png,153,131
sun_reg_1203.png,208,206
sun_reg_1204.png,140,53
sun_reg_1205.png,168,108
sun_reg_1206.png,52,153
sun_reg_1207.png,100,107
sun_reg_1208.png,167,44
sun_reg_1209.png,72,104
sun_reg_1210.png,99,78
sun_reg_1211.png,182,148
sun_reg_1212.png,171,52
sun_reg_1213.png,129,139
sun_reg_1214.png,127,138
sun_reg_1215.png,150,169
sun_reg_1216.png,41,72
sun_reg_1217.png,75,71
sun_reg_1218.png,215,82
sun_reg_1219.png,198,77
sun_reg_1220.png,144,206
sun_reg_1221.png,166,115
sun_reg_1222.png,46,206
sun_reg_1223.png,203,104
sun_reg_1224.png,84,100
sun_reg_1225.png,83,46
sun_reg_1226.png,113,136
sun_reg_1227.png,41,154
sun_reg_1228.png,121,44
sun_reg_1229.png,56,46
sun_reg_1230.png,99,108
sun_reg_1231.png,148,141
sun_reg_1232.png,111,209
sun_reg_1233.png,204,124
sun_reg_1234.png,174,127
sun_reg_1235.png,52,39
sun_reg_1236.png,201,217
sun_reg_1237.png,104,124
sun_reg_1238.png,136,158
sun_reg_1239.png,59,96
sun_reg_1240.png,98,81
sun_reg_1241.png,54,91
sun_reg_1242.png,64,40
sun_reg_1243.png,137,209
sun_reg_1244.png,113,136
sun_reg_1245.png,96,201
sun_reg_1246.png,131,113
sun_reg_1247.png,102,98
sun_reg_1248.png,199,224
sun_reg_1249.png,91,198
sun_reg_1250.png,216,171
sun_reg_1251.png,126,57
sun_reg_1252.png,194,148
sun_reg_1253.png,157,198
sun_reg_1254.png,201,42
sun_reg_1255.png,176,180
sun_reg_1256.png,88,133
sun_reg_1257.png,88,137
sun_reg_1258.png,37,90
sun_reg_1259.png,105,80
sun_reg_1260.png,102,218
sun_reg_1261.png,110,219
sun_reg_1262.png,58,72
sun_reg_1263.png,140,89
sun_reg_1264.png,138,54
sun_reg_1265.png,101,201
sun_reg_1266.png,113,202
sun_reg_1267.png,118,39
sun_reg_1268.png,142,54
sun_reg_1269.png,73,194
sun_reg_1270.png,60,197
sun_reg_1271.png,47,58
sun_reg_1272.png,43,169
sun_reg_1273.png,172,141
sun_reg_1274.png,39,126
sun_reg_1275.png,197,136
sun_reg_1276.png,151,105
sun_reg_1277.png,115,108
sun_reg_1278.png,146,49
sun_reg_1279.png,123,178
sun_reg_1280.png,157,177
sun_reg_1281.png,84,152
sun_reg_1282.png,185,198
sun_reg_1283.png,170,73
sun_reg_1284.png,217,76
sun_reg_1285.png,177,35
sun_reg_1286.png,187,170
sun_reg_1287.png,207,133
sun_reg_1288.png,203,115
sun_reg_1289.png,103,165
sun_reg_1290.png,184,180
sun_reg_1291.png,106,183
sun_reg_1292.png,213,80
sun_reg_1293.png,70,147
sun_reg_1294.png,206,162
sun_reg_1295.png,79,54
sun_reg_1296.png,88,65
sun_reg_1297.png,209,121
sun_reg_1298.png,100,94
sun_reg_1299.png,84,202
sun_reg_1300.png,168,107
sun_reg_1301.png,182,63
sun_reg_1302.png,54,153
sun_reg_1303.png,114,65
sun_reg_1304.png,164,122
sun_reg_1305.png,148,133
sun_reg_1306.png,118,112
sun_reg_1307.png,39,123
sun_reg_1308.png,160,121
sun_reg_1309.png,220,141
sun_reg_1310.png,213,72
sun_reg_1311.png,164,131
sun_reg_1312.png,71,220
sun_reg_1313.png,143,64
sun_reg_1314.png,56,177
sun_reg_1315.png,199,189
sun_reg_1316.png,172,49
sun_reg_1317.png,142,125
sun_reg_1318.png,174,94
sun_reg_1319.png,190,69
sun_reg_1320.png,219,56
sun_reg_1321.png,197,177
sun_reg_1322.png,214,77
sun_reg_1323.png,102,208
sun_reg_1324.png,200,191
sun_reg_1325.png,76,137
sun_reg_1326.png,76,191
sun_reg_1327.png,51,183
sun_reg_1328.png,162,96
sun_reg_1329.png,178,144
sun_reg_1330.png,93,126
sun_reg_1331.png,191,81
sun_reg_1332.png,140,121
sun_reg_1333.png,190,210
sun_reg_1334.png,200,180
sun_reg_1335.png,145,164
sun_reg_1336.png,174,105
sun_reg_1337.png,149,59
sun_reg_1338.png,110,147
sun_reg_1339.png,153,48
sun_reg_1340.png,199,220
sun_reg_1341.png,133,210
sun_reg_1342.png,173,68
sun_reg_1343.png,59,203
sun_reg_1344.png,202,57
sun_reg_1345.png,162,75
sun_reg_1346.png,133,112
sun_reg_1347.png,174,222
sun_reg_1348.png,187,174
sun_reg_1349.png,174,111
sun_reg_1350.png,52,162
sun_reg_1351.png,145,103
sun_reg_1352.png,104,150
sun_reg_1353.png,53,176
sun_reg_1354.png,37,42
sun_reg_1355.png,217,131
sun_reg_1356.png,50,147
sun_reg_1357.png,133,85
sun_reg_1358.png,109,93
sun_reg_1359.png,112,50
sun_reg_1360.png,70,56
sun_reg_1361.png,222,62
sun_reg_1362.png,64,53
sun_reg_1363.png,130,146
sun_reg_1364.png,117,158
sun_reg_1365.png,162,91
sun_reg_1366.png,93,199
sun_reg_1367.png,200,185
sun_reg_1368.png,164,154
sun_reg_1369.png,98,32
sun_reg_1370.png,83,141
sun_reg_1371.png,155,105
sun_reg_1372.png,170,141
sun_reg_1373.png,91,43
sun_reg_1374.png,110,75
sun_reg_1375.png,203,122
sun_reg_1376.png,212,59
sun_reg_1377.png,77,137
sun_reg_1378.png,170,201
sun_reg_1379.png,115,95
sun_reg_1380.png,178,41
sun_reg_1381.png,82,108
sun_reg_1382.png,224,136
sun_reg_1383.png,108,180
sun_reg_1384.png,189,35
sun_reg_1385.png,147,157
sun_reg_1386.png,147,95
sun_reg_1387.png,55,95
sun_reg_1388.png,83,69
sun_reg_1389.png,103,38
sun_reg_1390.png,167,164
sun_reg_1391.png,136,199
sun_reg_1392.png,70,64
sun_reg_1393.png,200,139
sun_reg_1394.png,206,67
sun_reg_1395.png,43,158
sun_reg_1396.png,77,142
sun_reg_1397.png,142,105
sun_reg_1398.png,72,155
sun_reg_1399.png,78,177
sun_reg_1400.png,186,69
sun_reg_1401.png,90,95
sun_reg_1402.png,74,159
sun_reg_1403.png,125,222
sun_reg_1404.png,108,119
sun_reg_1405.png,112,189
sun_reg_1406.png,141,208
sun_reg_1407.png,46,70
sun_reg_1408.png,77,202
sun_reg_1409.png,57,215
sun_reg_1410.png,99,194
sun_reg_1411.png,54,71
sun_reg_1412.png,180,211
sun_reg_1413.png,196,135
sun_reg_1414.png,149,46
sun_reg_1415.png,224,100
sun_reg_1416.png,121,61
sun_reg_1417.png,98,206
sun_reg_1418.png,132,74
sun_reg_1419.png,191,98
sun_reg_1420.png,220,85
sun_reg_1421.png,65,145
sun_reg_1422.png,165,113
sun_reg_1423.png,99,219
sun_reg_1424.png,101,142
sun_reg_1425.png,96,209
sun_reg_1426.png,131,99
sun_reg_1427.png,208,185
sun_reg_1428.png,98,58
sun_reg_1429.png,218,153
sun_reg_1430.png,224,38
sun_reg_1431.png,36,138
sun_reg_1432.png,107,63
sun_reg_1433.png,221,180
sun_reg_1434.png,190,193
sun_reg_1435.png,108,72
sun_reg_1436.png,201,46
sun_reg_1437.png,35,46
sun_reg_1438.png,41,72
sun_reg_1439.png,168,38
sun_reg_1440.png,173,91
sun_reg_1441.png,66,74
sun_reg_1442.png,213,114
sun_reg_1443.png,58,166
sun_reg_1444.png,141,79
sun_reg_1445.png,216,86
sun_reg_1446.png,79,213
sun_reg_1447.png,36,147
sun_reg_1448.png,113,142
sun_reg_1449.png,75,154
sun_reg_1450.png,58,136
sun_reg_1451.png,47,161
sun_reg_1452.png,75,182
sun_reg_1453.png,146,174
sun_reg_1454.png,62,105
sun_reg_1455.png,118,79
sun_reg_1456.png,75,207
sun_reg_1457.png,51,163
sun_reg_1458.png,83,37
sun_reg_1459.png,48,212
sun_reg_1460.png,85,42
sun_reg_1461.png,129,196
sun_reg_1462.png,102,182
sun_reg_1463.png,133,72
sun_reg_1464.png,107,62
sun_reg_1465.png,83,156
sun_reg_1466.png,179,172
sun_reg_1467.png,55,61
sun_reg_1468.png,93,167
sun_reg_1469.png,144,33
sun_reg_1470.png,36,51
sun_reg_1471.png,69,182
sun_reg_1472.png,191,205
sun_reg_1473.png,63,188
sun_reg_1474.png,192,75
sun_reg_1475.png,58,181
sun_reg_1476.png,78,118
sun_reg_1477.png,139,117
sun_reg_1478.png,57,121
sun_reg_1479.png,193,149
sun_reg_1480.png,156,46
sun_reg_1481.png,87,54
sun_reg_1482.png,121,204
sun_reg_1483.png,76,77
sun_reg_1484.png,58,112
sun_reg_1485.png,77,114
sun_reg_1486.png,158,158
sun_reg_1487.png,85,151
sun_reg_1488.png,121,183
sun_reg_1489.png,194,184
sun_reg_1490.png,105,98
sun_reg_1491.png,65,178
sun_reg_1492.png,54,70
sun_reg_1493.png,95,53
sun_reg_1494.png,191,104
sun_reg_1495.png,145,43
sun_reg_1496.png,208,42
sun_reg_1497.png,52,68
sun_reg_1498.png,127,212
sun_reg_1499.png,194,214
sun_reg_1500.png,94,46
sun_reg_1501.png,107,67
sun_reg_1502.png,62,67
sun_reg_1503.png,208,75
sun_reg_1504.png,199,211
sun_reg_1505.png,133,144
sun_reg_1506.png,165,135
sun_reg_1507.png,161,167
sun_reg_1508.png,34,182
sun_reg_1509.png,174,201
sun_reg_1510.png,178,34
sun_reg_1511.png,50,32
sun_reg_1512.png,112,110
sun_reg_1513.png,189,213
sun_reg_1514.png,138,79
sun_reg_1515.png,162,156
sun_reg_1516.png,40,107
sun_reg_1517.png,110,173
sun_reg_1518.png,138,167
sun_reg_1519.png,155,198
sun_reg_1520.png,133,75
sun_reg_1521.png,87,166
sun_reg_1522.png,220,64
sun_reg_1523.png,72,106
sun_reg_1524.png,140,108
sun_reg_1525.png,219,109
sun_reg_1526.png,203,142
sun_reg_1527.png,192,144
sun_reg_1528.png,200,205
sun_reg_1529.png,58,166
sun_reg_1530.png,111,107
sun_reg_1531.png,135,80
sun_reg_1532.png,45,192
sun_reg_1533.png,119,179
sun_reg_1534.png,109,35
sun_reg_1535.png,146,111
sun_reg_1536.png,53,179
sun_reg_1537.png,215,211
sun_reg_1538.png,60,47
sun_reg_1539.png,170,64
sun_reg_1540.png,209,169
sun_reg_1541.png,156,114
sun_reg_1542.png,193,44
sun_reg_1543.png,128,161
sun_reg_1544.png,91,214
sun_reg_1545.png,160,163
sun_reg_1546.png,180,49
sun_reg_1547.png,151,155
sun_reg_1548.png,206,211
sun_reg_1549.png,145,58
sun_reg_1550.png,81,71
sun_reg_1551.png,186,81
sun_reg_1552.png,203,222
sun_reg_1553.png,91,62
sun_reg_1554.png,67,205
sun_reg_1555.png,143,73
sun_reg_1556.png,167,203
sun_reg_1557.png,147,207
sun_reg_1558.png,199,36
sun_reg_1559.png,44,39
sun_reg_1560.png,50,133
sun_reg_1561.png,136,221
sun_reg_1562.png,144,115
sun_reg_1563.png,181,122
sun_reg_1564.png,61,191
sun_reg_1565.png,169,161
sun_reg_1566.png,60,146
sun_reg_1567.png,117,151
sun_reg_1568.png,164,190
sun_reg_1569.png,73,120
sun_reg_1570.png,55,122
sun_reg_1571.png,51,71
sun_reg_1572.png,169,48
sun_reg_1573.png,43,99
sun_reg_1574.png,37,217
sun_reg_1575.png,124,159
sun_reg_1576.png,197,154
sun_reg_1577.png,120,164
sun_reg_1578.png,44,97
sun_reg_1579.png,92,156
sun_reg_1580.png,88,88
sun_reg_1581.png,206,67
sun_reg_1582.png,167,190
sun_reg_1583.png,129,189
sun_reg_1584.png,69,112
sun_reg_1585.png,53,153
sun_reg_1586.png,76,43
sun_reg_1587.png,145,131
sun_reg_1588.png,53,209
sun_reg_1589.png,60,155
sun_reg_1590.png,61,173
sun_reg_1591.png,173,215
sun_reg_1592.png,122,147
sun_reg_1593.png,101,190
sun_reg_1594.png,203,214
sun_reg_1595.png,193,109
sun_reg_1596.png,204,115
sun_reg_1597.png,83,190
sun_reg_1598.png,55,138
sun_reg_1599.png,117,90
sun_reg_1600.png,88,203
sun_reg_1601.png,69,217
sun_reg_1602.png,172,83
sun_reg_1603.png,43,132
sun_reg_1604.png,116,76
sun_reg_1605.png,191,66
sun_reg_1606.png,199,95
sun_reg_1607.png,57,77
sun_reg_1608.png,200,191
sun_reg_1609.png,47,152
sun_reg_1610.png,132,53
sun_reg_1611.png,69,193
sun_reg_1612.png,140,147
sun_reg_1613.png,104,197
sun_reg_1614.png,36,58
sun_reg_1615.png,178,197
sun_reg_1616.png,213,104
sun_reg_1617.png,40,147
sun_reg_1618.png,155,181
sun_reg_1619.png,87,106
sun_reg_1620.png,60,190
sun_reg_1621.png,81,36
sun_reg_1622.png,193,186
sun_reg_1623.png,71,188
sun_reg_1624.png,151,88
sun_reg_1625.png,124,147
sun_reg_1626.png,137,62
sun_reg_1627.png,220,209
sun_reg_1628.png,76,106
sun_reg_1629.png,174,120
sun_reg_1630.png,221,59
sun_reg_1631.png,166,187
sun_reg_1632.png,99,131
sun_reg_1633.png,179,87
sun_reg_1634.png,200,211
sun_reg_1635.png,165,186
sun_reg_1636.png,173,47
sun_reg_1637.png,178,70
sun_reg_1638.png,205,205
sun_reg_1639.png,61,172
sun_reg_1640.png,145,206
sun_reg_1641.png,210,158
sun_reg_1642.png,116,182
sun_reg_1643.png,164,35
sun_reg_1644.png,211,172
sun_reg_1645.png,146,83
sun_reg_1646.png,184,209
sun_reg_1647.png,35,94
sun_reg_1648.png,73,224
sun_reg_1649.png,104,73
sun_reg_1650.png,219,111
sun_reg_1651.png,132,77
sun_reg_1652.png,185,195
sun_reg_1653.png,138,176
sun_reg_1654.png,172,127
sun_reg_1655.png,64,56
sun_reg_1656.png,169,163
sun_reg_1657.png,156,50
sun_reg_1658.png,210,175
sun_reg_1659.png,118,128
sun_reg_1660.png,75,212
sun_reg_1661.png,190,223
sun_reg_1662.png,50,128
sun_reg_1663.png,202,47
sun_reg_1664.png,189,85
sun_reg_1665.png,77,171
sun_reg_1666.png,113,100
sun_reg_1667.png,50,180
sun_reg_1668.png,164,41
sun_reg_1669.png,130,143
sun_reg_1670.png,54,76
sun_reg_1671.png,99,96
sun_reg_1672.png,69,213
sun_reg_1673.png,192,166
sun_reg_1674.png,194,180
sun_reg_1675.png,44,50
sun_reg_1676.png,119,67
sun_reg_1677.png,77,126
sun_reg_1678.png,204,161
sun_reg_1679.png,60,109
sun_reg_1680.png,103,114
sun_reg_1681.png,41,41
sun_reg_1682.png,195,122
sun_reg_1683.png,45,156
sun_reg_1684.png,166,163
sun_reg_1685.png,102,220
sun_reg_1686.png,119,166
sun_reg_1687.png,37,44
sun_reg_1688.png,93,35
sun_reg_1689.png,35,215
sun_reg_1690.png,106,152
sun_reg_1691.png,205,119
sun_reg_1692.png,110,54
sun_reg_1693.png,201,215
sun_reg_1694.png,161,134
sun_reg_1695.png,186,210
sun_reg_1696.png,133,210
sun_reg_1697.png,46,103
sun_reg_1698.png,203,161
sun_reg_1699.png,75,48
sun_reg_1700.png,84,138
sun_reg_1701.png,133,143
sun_reg_1702.png,111,185
sun_reg_1703.png,49,188
sun_reg_1704.png,88,96
sun_reg_1705.png,108,53
sun_reg_1706.png,139,52
sun_reg_1707.png,40,78
sun_reg_1708.png,114,194
sun_reg_1709.png,201,42
sun_reg_1710.png,57,48
sun_reg_1711.png,98,91
sun_reg_1712.png,126,170
sun_reg_1713.png,200,80
sun_reg_1714.png,75,213
sun_reg_1715.png,105,90
sun_reg_1716.png,200,129
sun_reg_1717.png,145,143
sun_reg_1718.png,166,155
sun_reg_1719.png,190,34
sun_reg_1720.png,157,207
sun_reg_1721.png,218,222
sun_reg_1722.png,88,113
sun_reg_1723.png,43,45
sun_reg_1724.png,48,83
sun_reg_1725.png,39,75
sun_reg_1726.png,196,188
sun_reg_1727.png,39,127
sun_reg_1728.png,53,141
sun_reg_1729.png,208,140
sun_reg_1730.png,194,78
sun_reg_1731.png,70,101
sun_reg_1732.png,217,58
sun_reg_1733.png,95,92
sun_reg_1734.png,215,212
sun_reg_1735.png,128,130
sun_reg_1736.png,33,108
sun_reg_1737.png,208,117
sun_reg_1738.png,194,108
sun_reg_1739.png,200,174
sun_reg_1740.png,172,88
sun_reg_1741.png,42,106
sun_reg_1742.png,160,205
sun_reg_1743.png,34,49
sun_reg_1744.png,166,130
sun_reg_1745.png,192,95
sun_reg_1746.png,55,85
sun_reg_1747.png,134,201
sun_reg_1748.png,37,144
sun_reg_1749.png,102,163
sun_reg_1750.png,217,101
sun_reg_1751.png,76,100
sun_reg_1752.png,135,183
sun_reg_1753.png,52,50
sun_reg_1754.png,206,91
sun_reg_1755.png,174,73
sun_reg_1756.png,203,125
sun_reg_1757.png,151,70
sun_reg_1758.png,112,217
sun_reg_1759.png,94,171
sun_reg_1760.png,109,213
sun_reg_1761.png,162,218
sun_reg_1762.png,55,219
sun_reg_1763.png,214,107
sun_reg_1764.png,216,174
sun_reg_1765.png,40,127
sun_reg_1766.png,69,95
sun_reg_1767.png,118,92
sun_reg_1768.png,129,176
sun_reg_1769.png,92,103
sun_reg_1770.png,69,182
sun_reg_1771.png,39,125
sun_reg_1772.png,95,107
sun_reg_1773.png,93,116
sun_reg_1774.png,84,44
sun_reg_1775.png,184,129
sun_reg_1776.png,131,64
sun_reg_1777.png,184,89
sun_reg_1778.png,222,198
sun_reg_1779.png,125,220
sun_reg_1780.png,180,148
sun_reg_1781.png,114,119
sun_reg_1782.png,42,163
sun_reg_1783.png,88,101
sun_reg_1784.png,133,180
sun_reg_1785.png,132,114
sun_reg_1786.png,179,170
sun_reg_1787.png,176,39
sun_reg_1788.png,95,44
sun_reg_1789.png,178,143
sun_reg_1790.png,36,210
sun_reg_1791.png,142,124
sun_reg_1792.png,114,160
sun_reg_1793.png,152,197
sun_reg_1794.png,187,52
sun_reg_1795.png,173,170
sun_reg_1796.png,197,159
sun_reg_1797.png,106,207
sun_reg_1798.png,71,216
sun_reg_1799.png,136,66
sun_reg_1800.png,132,144
sun_reg_1801.png,46,189
sun_reg_1802.png,75,169
sun_reg_1803.png,109,74
sun_reg_1804.png,118,155
sun_reg_1805.png,67,187
sun_reg_1806.png,132,83
sun_reg_1807.png,106,45
sun_reg_1808.png,34,65
sun_reg_1809.png,121,95
sun_reg_1810.png,120,90
sun_reg_1811.png,122,88
sun_reg_1812.png,72,38
sun_reg_1813.png,47,211
sun_reg_1814.png,42,114
sun_reg_1815.png,35,72
sun_reg_1816.png,131,140
sun_reg_1817.png,88,83
sun_reg_1818.png,189,97
sun_reg_1819.png,84,52
sun_reg_1820.png,163,198
sun_reg_1821.png,77,122
sun_reg_1822.png,190,94
sun_reg_1823.png,33,197
sun_reg_1824.png,118,202
sun_reg_1825.png,70,60
sun_reg_1826.png,144,45
sun_reg_1827.png,208,139
sun_reg_1828.png,89,43
sun_reg_1829.png,152,129
sun_reg_1830.png,201,197
sun_reg_1831.png,189,37
sun_reg_1832.png,211,105
sun_reg_1833.png,169,187
sun_reg_1834.png,37,79
sun_reg_1835.png,49,220
sun_reg_1836.png,185,164
sun_reg_1837.png,216,222
sun_reg_1838.png,123,52
sun_reg_1839.png,48,71
sun_reg_1840.png,150,38
sun_reg_1841.png,41,203
sun_reg_1842.png,174,156
sun_reg_1843.png,52,155
sun_reg_1844.png,218,177
sun_reg_1845.png,53,76
sun_reg_1846.png,224,79
sun_reg_1847.png,69,156
sun_reg_1848.png,201,192
sun_reg_1849.png,125,102
sun_reg_1850.png,206,77
sun_reg_1851.png,131,61
sun_reg_1852.png,88,32
sun_reg_1853.png,44,46
sun_reg_1854.png,135,58
sun_reg_1855.png,66,219
sun_reg_1856.png,73,121
sun_reg_1857.png,146,116
sun_reg_1858.png,57,53
sun_reg_1859.png,91,65
sun_reg_1860.png,216,146
sun_reg_1861.png,46,61
sun_reg_1862.png,125,108
sun_reg_1863.png,155,196
sun_reg_1864.png,46,125
sun_reg_1865.png,182,57
sun_reg_1866.png,124,57
sun_reg_1867.png,139,150
sun_reg_1868.png,124,58
sun_reg_1869.png,80,157
sun_reg_1870.png,154,64
sun_reg_1871.png,203,35
sun_reg_1872.png,170,115
sun_reg_1873.png,107,93
sun_reg_1874.png,191,62
sun_reg_1875.png,36,65
sun_reg_1876.png,80,223
sun_reg_1877.png,177,178
sun_reg_1878.png,55,36
sun_reg_1879.png,101,203
sun_reg_1880.png,207,205
sun_reg_1881.png,118,219
sun_reg_1882.png,178,130
sun_reg_1883.png,187,40
sun_reg_1884.png,192,206
sun_reg_1885.png,69,208
sun_reg_1886.png,80,154
sun_reg_1887.png,171,193
sun_reg_1888.png,53,176
sun_reg_1889.png,200,74
sun_reg_1890.png,163,96
sun_reg_1891.png,57,222
sun_reg_1892.png,177,181
sun_reg_1893.png,115,140
sun_reg_1894.png,147,184
sun_reg_1895.png,198,117
sun_reg_1896.png,103,124
sun_reg_1897.png,134,100
sun_reg_1898.png,180,210
sun_reg_1899.png,198,83
sun_reg_1900.png,190,185
sun_reg_1901.png,33,135
sun_reg_1902.png,142,218
sun_reg_1903.png,33,34
sun_reg_1904.png,119,192
sun_reg_1905.png,182,107
sun_reg_1906.png,156,127
sun_reg_1907.png,118,210
sun_reg_1908.png,111,182
sun_reg_1909.png,94,50
sun_reg_1910.png,161,92
sun_reg_1911.png,80,106
sun_reg_1912.png,188,66
sun_reg_1913.png,199,137
sun_reg_1914.png,91,96
sun_reg_1915.png,137,96
sun_reg_1916.png,104,105
sun_reg_1917.png,114,117
sun_reg_1918.png,211,96
sun_reg_1919.png,110,107
sun_reg_1920.png,97,166
sun_reg_1921.png,97,35
sun_reg_1922.png,46,94
sun_reg_1923.png,215,123
sun_reg_1924.png,65,54
sun_reg_1925.png,39,143
sun_reg_1926.png,194,215
sun_reg_1927.png,104,167
sun_reg_1928.png,202,128
sun_reg_1929.png,133,107
sun_reg_1930.png,150,183
sun_reg_1931.png,77,176
